username,display_name_en,description_en,location,followers_count,following_count,statuses_count,manual_locals_vs_diaspora,display_name,description,verified,created_at,url,profile_image_url,profile_banner_url,predicted_class,prob_0,prob_1,prob_2,confidence_level,uncertainty_score,manual_target_population
_ya_karim_,səs siz,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,Güney Azərbaycan,532.0,436.0,,1,səs siz,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,False,December 2023,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
_rezinski,رضینسکی,واسه چشم آفته و واسه گل زینته خار,,231.0,106.0,5925.0,1,رضینسکی,واسه چشم آفته و واسه گل زینته خار,False,November 2021,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
0mfahzf4tebztdl,کلول,زندگی نکردم ولی فعلا زنده ام,,81.0,53.0,150.0,1,کلول,زندگی نکردم ولی فعلا زنده ام,False,April 2021,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
_soommiii_,soosoo~,,,27.0,85.0,79.0,2,soosoo~,,False,November 2021,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
_thejimbo_,Jimbo! 🌈🕕🌞,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,سرزمین غیرمادری,757.0,237.0,,1,Jimbo! 🌈🕕🌞,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,False,October 2012,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
_theleftover,LEFTOVER,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,خارج,462.0,563.0,8309.0,1,LEFTOVER,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,False,June 2018,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
3eyedamir,SeyedAmir Sayyah,دغدغه محیط‌کسب‌وکار، کارآفرینی، شفافیت، عدالت رقابت، حقوق‌مالکیت، حاکمیت‌قانون و تنظیمگری فجازی در ایران. توئیتهام به هیچ شورا و مرکزی ربطی نَ  دا  رَد,,46200.0,438.0,5587.0,1,SeyedAmir Sayyah,دغدغه محیط‌کسب‌وکار، کارآفرینی، شفافیت، عدالت رقابت، حقوق‌مالکیت، حاکمیت‌قانون و تنظیمگری فجازی در ایران. توئیتهام به هیچ شورا و مرکزی ربطی نَ  دا  رَد,False,January 2020,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
3tareee,سه تا رِ,من بد دهن‌تر از چیزی‌ام که از توئیتام به نظر میرسه ولی حالا باز خود دانی!,شهری عاری از مونوگامی,1206.0,212.0,,1,سه تا رِ,من بد دهن‌تر از چیزی‌ام که از توئیتام به نظر میرسه ولی حالا باز خود دانی!,False,May 2016,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
404arsynotfound,Arsy,Living proof that sleep is optional.,,8.0,72.0,35.0,1,Arsy,Living proof that sleep is optional.,False,June 2022,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
2ndravanparish,روانپریش دوم درب اول,منو آنفالو نکن عنتر ب.آ بزن / CG Artist & Web Designer,"Dubai, UAE",35500.0,,5587.0,0,روانپریش دوم درب اول,منو آنفالو نکن عنتر ب.آ بزن / CG Artist & Web Designer,False,December 2018,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
4bteen,Abtinn,,,17.0,391.0,12.0,2,Abtinn,,False,May 2022,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
4freedom4iran,Freedom,,,18.0,214.0,682.0,2,Freedom,,False,September 2022,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
35anj,نشريه سه‌پنج,از روی نعش جمهوری اسلامی رد می‌شویم #همکاری_ملی,35anj,27700.0,0.0,2021.0,1,نشريه سه‌پنج,از روی نعش جمهوری اسلامی رد می‌شویم #همکاری_ملی,False,February 2013,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,0.317568145149927,0.3266431861101558,0.3557886687399172,0.3557886687399172,0.6442113312600828,1.0
