keyword,poi_name,Twitter_username,Twitter_url,source_folder
Iran journalist,Kasra Naji,BBCKasraNaji,https://x.com/BBCKasraNaji,iranian_journalists
Iran writer,Kasra Naji,BBCKasraNaji,https://x.com/BBCKasraNaji,iranian_writers
Iran activist,Jafar Panahi,BLOGS,https://x.com/BLOGS,iranian_activists
Iran editor,Jafar Panahi,BLOGS,https://x.com/BLOGS,iranian_editors
Iran editor,Panah Panahi,BLOGS,https://x.com/BLOGS,iranian_editors
Iran human rights activist,Jafar Panahi,BLOGS,https://x.com/BLOGS,iranian_human_rights_activists
Iran writer,Jafar Panahi,BLOGS,https://x.com/BLOGS,iranian_writers
Iran candidate,Babak Tafreshi,BabakTafreshi,https://x.com/BabakTafreshi,Candidates
Iran candidate,,Baharmdehkordi,https://x.com/Baharmdehkordi,Candidates
Iran rapper,Bahar Dehkordi,Baharmdehkordi,https://x.com/Baharmdehkordi,iranian_rappers
Iran singer,Bahar Dehkordi,Baharmdehkordi,https://x.com/Baharmdehkordi,iranian_singers
Iran candidate,,BahramNouraei,https://x.com/BahramNouraei,Candidates
Iran rapper,Bahram Nouraei,BahramNouraei,https://x.com/BahramNouraei,iranian_rappers
Iran singer,Bahram Nouraei,BahramNouraei,https://x.com/BahramNouraei,iranian_singers
Iran writer,Bahram Nouraei,BahramNouraei,https://x.com/BahramNouraei,iranian_writers
Iran candidate,Bahram Radan,BahramRadan,https://x.com/BahramRadan,Candidates
Iran activist,Abolhassan Banisadr,Banisadr,https://x.com/Banisadr,iranian_activists
Iran candidate,Abolhassan Banisadr,Banisadr,https://x.com/Banisadr,Candidates
Iran minister,Abolhassan Banisadr,Banisadr,https://x.com/Banisadr,government_ministers_of_iran
Iran president,Abolhassan Banisadr,Banisadr,https://x.com/Banisadr,presidents_of_iran
Iran candidate,Behrouz Boochani,BehrouzBoochani,https://x.com/BehrouzBoochani,Candidates
Iran journalist,Behrouz Boochani,BehrouzBoochani,https://x.com/BehrouzBoochani,iranian_journalists
Iran writer,Behrouz Boochani,BehrouzBoochani,https://x.com/BehrouzBoochani,iranian_writers
Iran actor,Bita Elahian,BitaAlahyan,https://x.com/BitaAlahyan,iranian_actors
Iran candidate,Bita Alahyan,BitaAlahyan,https://x.com/BitaAlahyan,Candidates
Iran film actor,Bita Elahian,BitaAlahyan,https://x.com/BitaAlahyan,iranian_film_actors
Iran footballer,Reza Ghoochannejhad,CAFCofficial,https://x.com/CAFCofficial,iranian_footballers
Iran candidate,CameliaEntekhabifard,CameliaFard,https://x.com/CameliaFard,Candidates
Iran journalist,Camelia Entekhabifard,CameliaFard,https://x.com/CameliaFard,iranian_journalists
Iran writer,Camelia Entekhabifard,CameliaFard,https://x.com/CameliaFard,iranian_writers
Iran candidate,Catherine Manso,CathyManso,https://x.com/CathyManso,Candidates
Iran journalist,Rouhollah Zamzameh,CathyManso,https://x.com/CathyManso,iranian_journalists
Iran writer,Rouhollah Zamzameh,CathyManso,https://x.com/CathyManso,iranian_writers
Iran candidate,Chahla Chafiq,ChahlaCHAFIQ,https://x.com/ChahlaCHAFIQ,Candidates
Iran scientist,Chahla Chafiq,ChahlaCHAFIQ,https://x.com/ChahlaCHAFIQ,iranian_scientists
Iran writer,Chahla Chafiq,ChahlaCHAFIQ,https://x.com/ChahlaCHAFIQ,iranian_writers
Iran candidate,,CiaoSamin,https://x.com/CiaoSamin,Candidates
Iran writer,Samin Nosrat,CiaoSamin,https://x.com/CiaoSamin,iranian_writers
Iran footballer,Steven Beitashour,ColoradoRapids,https://x.com/ColoradoRapids,iranian_footballers
Iran footballer,"Ali Karimi (footballer, born 1994)",CroSports_,https://x.com/CroSports_,iranian_footballers
Iran activist,Abu Muslim al-Turkmani,DanieleRaineri,https://x.com/DanieleRaineri,iranian_activists
Iran candidate,Dina Nayeri,DinaNayeri,https://x.com/DinaNayeri,Candidates
Iran writer,Dina Nayeri,DinaNayeri,https://x.com/DinaNayeri,iranian_writers
Iran candidate,Ebi Hamedi,Ebihamedi,https://x.com/Ebihamedi,Candidates
Iran candidate,Eddie Razaz,EddieRazaz,https://x.com/EddieRazaz,Candidates
Iran singer,Eddie Razaz,EddieRazaz,https://x.com/EddieRazaz,iranian_singers
Iran writer,Farnoosh Torabi,FARNOOSH,https://x.com/FARNOOSH,iranian_writers
Iran footballer,Amir Reza Nasr Azadani,FIFPRO,https://x.com/FIFPRO,iranian_footballers
Iran candidate,faranak miraftab,FMiraftab,https://x.com/FMiraftab,Candidates
Iran candidate,Farnoosh Torabi,Farnoosh,https://x.com/Farnoosh,Candidates
Iran taekwondo practitioner,Parisa Farshidi,FarshidiParisa,https://x.com/FarshidiParisa,iranian_taekwondo_practitioners
Iran candidate,Farzad Farzin,FarzadFarzin2,https://x.com/FarzadFarzin2,Candidates
Iran candidate,Firouz M. Naderi,Firouz_Naderi,https://x.com/Firouz_Naderi,Candidates
Iran scientist,Firouz Naderi,Firouz_Naderi,https://x.com/Firouz_Naderi,iranian_scientists
Iran writer,Firouz Naderi,Firouz_Naderi,https://x.com/Firouz_Naderi,iranian_writers
Iran actor,Freema Agyeman,FreemaOfficial,https://x.com/FreemaOfficial,iranian_actors
Iran candidate,Freema Agyeman,FreemaOfficial,https://x.com/FreemaOfficial,Candidates
Iran candidate,Roxana Moslehi (رکسانا مصلحی),Genomicien,https://x.com/Genomicien,Candidates
Iran scientist,Roxana Moslehi,Genomicien,https://x.com/Genomicien,iranian_scientists
Iran writer,Roxana Moslehi,Genomicien,https://x.com/Genomicien,iranian_writers
Iran candidate,Golineh Atai,GolinehAtai,https://x.com/GolinehAtai,Candidates
Iran journalist,Golineh Atai,GolinehAtai,https://x.com/GolinehAtai,iranian_journalists
Iran writer,Golineh Atai,GolinehAtai,https://x.com/GolinehAtai,iranian_writers
Iran actor,Golshifteh Farahani,Golshifteh,https://x.com/Golshifteh,iranian_actors
Iran candidate,Golshifteh Farahani,Golshifteh,https://x.com/Golshifteh,Candidates
Iran film actor,Golshifteh Farahani,Golshifteh,https://x.com/Golshifteh,iranian_film_actors
Iran television actor,Golshifteh Farahani,Golshifteh,https://x.com/Golshifteh,iranian_television_actors
Iran activist,MAHSA Act,HRANA_English,https://x.com/HRANA_English,iranian_activists
Iran activist,Haider al-Abadi,HaiderAlAbadi,https://x.com/HaiderAlAbadi,iranian_activists
Iran candidate,Shervin Hajipour,HajipourShervin,https://x.com/HajipourShervin,Candidates
Iran candidate,Hamid Dabashi,HamidDabashi,https://x.com/HamidDabashi,Candidates
Iran activist,Hassan Rouhani,HassanRouhani,https://x.com/HassanRouhani,iranian_activists
Iran candidate,Hassan Rouhani,HassanRouhani,https://x.com/HassanRouhani,Candidates
Iran president,Hassan Rouhani,HassanRouhani,https://x.com/HassanRouhani,presidents_of_iran
Iran writer,Hassan Rouhani,HassanRouhani,https://x.com/HassanRouhani,iranian_writers
Iran candidate,Helly Luv,HellyLuv,https://x.com/HellyLuv,Candidates
Iran candidate,Abdolnaser Hemmati عبدالناصر همتی,Hemmati_ir,https://x.com/Hemmati_ir,Candidates
Iran activist,Iran–PJAK conflict,Hengaw_English,https://x.com/Hengaw_English,iranian_activists
Iran activist,2022 University of Sharif protests crackdown,HeshmatAlavi,https://x.com/HeshmatAlavi,iranian_activists
Iran activist,Timeline of the Mahsa Amini protests,HeshmatAlavi,https://x.com/HeshmatAlavi,iranian_activists
Iran candidate,Hichkas,HichkasOfficial,https://x.com/HichkasOfficial,Candidates
Iran singer,Hichkas,HichkasOfficial,https://x.com/HichkasOfficial,iranian_singers
Iran writer,Hichkas,HichkasOfficial,https://x.com/HichkasOfficial,iranian_writers
Iran candidate,Seyed Mohammad Ali Hosseini,HossainiSma,https://x.com/HossainiSma,Candidates
Iran minister,Mohammad Ali Hosseini,HossainiSma,https://x.com/HossainiSma,government_ministers_of_iran
Iran activist,Hossein Mahini,HosseinMahini,https://x.com/HosseinMahini,iranian_activists
Iran footballer,Hossein Mahini,HosseinMahini,https://x.com/HosseinMahini,iranian_footballers
Iran candidate,Hossein Rajabian,HosseinRajabian,https://x.com/HosseinRajabian,Candidates
Iran activist,Hossein Ronaghi,HosseinRonaghi,https://x.com/HosseinRonaghi,iranian_activists
Iran human rights activist,Hossein Ronaghi,HosseinRonaghi,https://x.com/HosseinRonaghi,iranian_human_rights_activists
Iran footballer,Hossein Kanaanizadegan,Hossein_kanaani,https://x.com/Hossein_kanaani,iranian_footballers
Iran candidate,Hurie Moghadam,HurieMoghadam,https://x.com/HurieMoghadam,Candidates
Iran actor,Hurie Moghadam,Huriemoghadam,https://x.com/Huriemoghadam,iranian_actors
Iran television actor,Hurie Moghadam,Huriemoghadam,https://x.com/Huriemoghadam,iranian_television_actors
Iran wrestler,Hassan Yazdani,Hyazdani_CH,https://x.com/Hyazdani_CH,iranian_wrestlers
Iran activist,Ana Diamond,IAmAnaDiamond,https://x.com/IAmAnaDiamond,iranian_activists
Iran women activist,Ana Diamond,IAmAnaDiamond,https://x.com/IAmAnaDiamond,iranian_women_activists
Iran actor,Tehran Von Ghasri,IAmTehran,https://x.com/IAmTehran,iranian_actors
Iran candidate,IG: @IAmTehran,IAmTehran,https://x.com/IAmTehran,Candidates
Iran activist,Ruhollah Zam,IBAHRI,https://x.com/IBAHRI,iranian_activists
Iran candidate,IBA's Human Rights Institute,IBAHRI,https://x.com/IBAHRI,Candidates
Iran journalist,Ruhollah Zam,IBAHRI,https://x.com/IBAHRI,iranian_journalists
Iran president,Ruhollah Zam,IBAHRI,https://x.com/IBAHRI,presidents_of_iran
Iran writer,Ruhollah Zam,IBAHRI,https://x.com/IBAHRI,iranian_writers
Iran activist,Iran Human Rights,ICHRI,https://x.com/ICHRI,iranian_activists
Iran candidate,Center for Human Rights in Iran,ICHRI,https://x.com/ICHRI,Candidates
Iran president,2017–2018 Iranian protests,ICHRI,https://x.com/ICHRI,presidents_of_iran
Iran president,2018 Khuzestan protests,ICHRI,https://x.com/ICHRI,presidents_of_iran
Iran actor,Shohreh (singer),IndypersianLife,https://x.com/IndypersianLife,iranian_actors
Iran candidate,IndyPersian_LifeStyle,IndypersianLife,https://x.com/IndypersianLife,Candidates
Iran film actor,Shohreh (singer),IndypersianLife,https://x.com/IndypersianLife,iranian_film_actors
Iran pop singer,Shohreh (singer),IndypersianLife,https://x.com/IndypersianLife,iranian_pop_singers
Iran singer,Shohreh (singer),IndypersianLife,https://x.com/IndypersianLife,iranian_singers
Iran activist,Mandana Khazraei,IranIntl,https://x.com/IranIntl,iranian_activists
Iran candidate,ايران اينترنشنال,IranIntl,https://x.com/IranIntl,Candidates
Iran singer,Mandana Khazraei,IranIntl,https://x.com/IranIntl,iranian_singers
Iran women activist,Mandana Khazraei,IranIntl,https://x.com/IranIntl,iranian_women_activists
Iran ayatollah,Abbas Ka'bi,IranIntl_En,https://x.com/IranIntl_En,iranian_ayatollahs
Iran candidate,Iran International English,IranIntl_En,https://x.com/IranIntl_En,Candidates
Iran candidate,Iran News Wire,IranNW,https://x.com/IranNW,Candidates
Iran president,2022 Iranian food protests,IranNW,https://x.com/IranNW,presidents_of_iran
Iran candidate,Abdorrahman Boroumand Center,IranRights_org,https://x.com/IranRights_org,Candidates
Iran candidate,,IranianArForces,https://x.com/IranianArForces,Candidates
Iran minister,Ahmad Vahidi,IranianArForces,https://x.com/IranianArForces,government_ministers_of_iran
Iran activist,Sheema Kalbasi,IranianWoman,https://x.com/IranianWoman,iranian_activists
Iran candidate,Sheema Kalbasi شیما کلباسی,IranianWoman,https://x.com/IranianWoman,Candidates
Iran feminist,Sheema Kalbasi,IranianWoman,https://x.com/IranianWoman,iranian_feminists
Iran human rights activist,Sheema Kalbasi,IranianWoman,https://x.com/IranianWoman,iranian_human_rights_activists
Iran women activist,Sheema Kalbasi,IranianWoman,https://x.com/IranianWoman,iranian_women_activists
Iran writer,Sheema Kalbasi,IranianWoman,https://x.com/IranianWoman,iranian_writers
Iran writer,Ahmad ibn Muhammad Sajawandi,Islam,https://x.com/Islam,iranian_writers
Iran candidate,Javad Zarif,JZarif,https://x.com/JZarif,Candidates
Iran minister,Mohammad Javad Zarif,JZarif,https://x.com/JZarif,government_ministers_of_iran
Iran writer,Mohammad Javad Zarif,JZarif,https://x.com/JZarif,iranian_writers
Iran candidate,Jamshid Barzegar,JamshidBarzegar,https://x.com/JamshidBarzegar,Candidates
Iran journalist,Jamshid Barzegar,JamshidBarzegar,https://x.com/JamshidBarzegar,iranian_journalists
Iran writer,Jamshid Barzegar,JamshidBarzegar,https://x.com/JamshidBarzegar,iranian_writers
Iran candidate,Janez Lenarčič,JanezLenarcic,https://x.com/JanezLenarcic,Candidates
Iran president,2024 Varzaqan helicopter crash,JanezLenarcic,https://x.com/JanezLenarcic,presidents_of_iran
Iran activist,Jason Jorjani,Jason_Jorjani,https://x.com/Jason_Jorjani,iranian_activists
Iran candidate,Jason Reza Jorjani,Jason_Jorjani,https://x.com/Jason_Jorjani,Candidates
Iran feminist,Jason Jorjani,Jason_Jorjani,https://x.com/Jason_Jorjani,iranian_feminists
Iran writer,Jason Jorjani,Jason_Jorjani,https://x.com/Jason_Jorjani,iranian_writers
Iran candidate,John Kerry,JohnKerry,https://x.com/JohnKerry,Candidates
Iran president,Leaked Mohammad Javad Zarif audiotape,JohnKerry,https://x.com/JohnKerry,presidents_of_iran
Iran candidate,Kameel Ahmady کامیل احمدی,KameelAhmady,https://x.com/KameelAhmady,Candidates
Iran scientist,Kameel Ahmady,KameelAhmady,https://x.com/KameelAhmady,iranian_scientists
Iran writer,Kameel Ahmady,KameelAhmady,https://x.com/KameelAhmady,iranian_writers
Iran candidate,Kaveh Akbar _ AUTHOR,KavehAkbar,https://x.com/KavehAkbar,Candidates
Iran writer,Kaveh Akbar,KavehAkbar,https://x.com/KavehAkbar,iranian_writers
Iran activist,Kaveh Madani,KavehMadani,https://x.com/KavehMadani,iranian_activists
Iran candidate,Kavus Torabi,Knifeworld,https://x.com/Knifeworld,Candidates
Iran singer,Kavus Torabi,Knifeworld,https://x.com/Knifeworld,iranian_singers
Iran activist,Peshmerga,KurdistanWatch,https://x.com/KurdistanWatch,iranian_activists
Iran candidate,LA,LianaAgh,https://x.com/LianaAgh,Candidates
Iran candidate,Living in Tehran (LiT),LivinginTehran,https://x.com/LivinginTehran,Candidates
Iran footballer,Daniel Arzani,LommelSKOff,https://x.com/LommelSKOff,iranian_footballers
Iran activist,Al-Asad Airbase,LucasFoxNews,https://x.com/LucasFoxNews,iranian_activists
Iran candidate,مهدی رسولی,MahdiRasuli_ir,https://x.com/MahdiRasuli_ir,Candidates
Iran activist,Mehdi Kouchakzadeh,Mahdikouchakof,https://x.com/Mahdikouchakof,iranian_activists
Iran candidate,Mahdyar,MahdyarAghajani,https://x.com/MahdyarAghajani,Candidates
Iran writer,Mahdyar Aghajani,MahdyarAghajani,https://x.com/MahdyarAghajani,iranian_writers
Iran candidate,Mahlagha,MahlaghaJaberi,https://x.com/MahlaghaJaberi,Candidates
Iran activist,Majid Tavakoli,MajidTavakolii,https://x.com/MajidTavakolii,iranian_activists
Iran activist,Nima Shafeghdoost,ManotoNews,https://x.com/ManotoNews,iranian_activists
Iran candidate,اتاق خبر منوتو,ManotoNews,https://x.com/ManotoNews,Candidates
Iran candidate,Mohammad Manzarpour,Manzarpour,https://x.com/Manzarpour,Candidates
Iran journalist,Mohammad Manzarpour,Manzarpour,https://x.com/Manzarpour,iranian_journalists
Iran writer,Mohammad Manzarpour,Manzarpour,https://x.com/Manzarpour,iranian_writers
Iran candidate,Marjan Farsad,MarjanFarsad,https://x.com/MarjanFarsad,Candidates
Iran candidate,Maryam Zakaria,MaryamZakaria,https://x.com/MaryamZakaria,Candidates
Iran candidate,Masoud Taheri,MasoudTaheri4,https://x.com/MasoudTaheri4,Candidates
Iran footballer,Younes Masoudi,MasoudiYounes,https://x.com/MasoudiYounes,iranian_footballers
Iran blogger,Mehdi Khalaji,MehdiKhalaji,https://x.com/MehdiKhalaji,iranian_bloggers
Iran candidate,MehdiKhalaji,MehdiKhalaji,https://x.com/MehdiKhalaji,Candidates
Iran scientist,Mehdi Khalaji,MehdiKhalaji,https://x.com/MehdiKhalaji,iranian_scientists
Iran writer,Mehdi Khalaji,MehdiKhalaji,https://x.com/MehdiKhalaji,iranian_writers
Iran activist,Mehdi Rajabian,Mehdi_Rajabian,https://x.com/Mehdi_Rajabian,iranian_activists
Iran candidate,Mehdi Rajabian,Mehdi_Rajabian,https://x.com/Mehdi_Rajabian,Candidates
Iran writer,Mehdi Rajabian,Mehdi_Rajabian,https://x.com/Mehdi_Rajabian,iranian_writers
Iran comedian,Mehran Khaghani,MehranX,https://x.com/MehranX,iranian_comedians
Iran writer,Mehran Khaghani,MehranX,https://x.com/MehranX,iranian_writers
Iran candidate,Mehran,Mehranx,https://x.com/Mehranx,Candidates
Iran candidate,Mehrdad Raissi,MehrdadRaissi,https://x.com/MehrdadRaissi,Candidates
Iran candidate,Mehrdad Asemani,Mehrdad_Asemani,https://x.com/Mehrdad_Asemani,Candidates
Iran pop singer,Mehrdad Asemani,Mehrdad_Asemani,https://x.com/Mehrdad_Asemani,iranian_pop_singers
Iran singer,Mehrdad Asemani,Mehrdad_Asemani,https://x.com/Mehrdad_Asemani,iranian_singers
Iran activist,Mohammad Fazeli,Mfazeli114,https://x.com/Mfazeli114,iranian_activists
Iran candidate,محمد فاضلی,Mfazeli114,https://x.com/Mfazeli114,Candidates
Iran scientist,Mohammad Fazeli,Mfazeli114,https://x.com/Mfazeli114,iranian_scientists
Iran writer,Mohammad Fazeli,Mfazeli114,https://x.com/Mfazeli114,iranian_writers
Iran candidate,Manouchehr Mottaki,MnMottaki,https://x.com/MnMottaki,Candidates
Iran minister,Manouchehr Mottaki,MnMottaki,https://x.com/MnMottaki,government_ministers_of_iran
Iran candidate,Moe Bar-El,MoeBarEl1,https://x.com/MoeBarEl1,Candidates
Iran candidate,"Morteza Mahmoudi, PhD",MoriMahmoudi,https://x.com/MoriMahmoudi,Candidates
Iran actor,Kheiron,MrKheiron,https://x.com/MrKheiron,iranian_actors
Iran candidate,Kheiron,MrKheiron,https://x.com/MrKheiron,Candidates
Iran candidate,Music,Music,https://x.com/Music,Candidates
Iran footballer,Niloofar Ardalan,NArdallan,https://x.com/NArdallan,iranian_footballers
Iran candidate,NEWS,NEWS,https://x.com/NEWS,Candidates
Iran candidate,Nahid Khodakarami,N_Khodakarami,https://x.com/N_Khodakarami,Candidates
Iran health org,Nahid Khodakarami,N_Khodakarami,https://x.com/N_Khodakarami,medical_and_health_organisations_based_in_iran
Iran healthcare,Nahid Khodakarami,N_Khodakarami,https://x.com/N_Khodakarami,healthcare_in_iran
Iran medicine,Nahid Khodakarami,N_Khodakarami,https://x.com/N_Khodakarami,medicine_in_iran
Iran candidate,,NaderHabibi2,https://x.com/NaderHabibi2,Candidates
Iran candidate,محمد نهاوندیان,Nahavandian_ir,https://x.com/Nahavandian_ir,Candidates
Iran economist,Mohammad Nahavandian,Nahavandian_ir,https://x.com/Nahavandian_ir,iranian_economists
