"target_username","other_username","type"
"vali_nasr","janekeh","follower"
"EddieRazaz","janerikfinskas","follower"
"KurdistanWatch","janetcalif","follower"
"EddieRazaz","janfinskaspt","follower"
"MajidTavakolii","jani_mahan37395","follower"
"LucasFoxNews","janicedean","following"
"Ahmadinejad1956","janjalula","following"
"kbarzeg","jannebjerre","following"
"EddieRazaz","jannrodd","follower"
"SportingKC","jansenmiller_","following"
"HamidDabashi","janzeeba178946","follower"
"Powerlifting","japan_parapower","following"
"PahlaviReza","japangov","following"
"livingintehran","japaniniran","following"
"s","jaquelined61735","follower"
"Jason_Jorjani","jardinsecret888","following"
"paydar","jardoashislrjd","follower"
"LommelSKOff","jaridebusser","following"
"elinavaltonen","jaritervo1","follower"
"SabrinaGhayour","jasedurr","following"
"sorayanelson","jasgarsd","follower"
"IranianWoman","jashnimitra","follower"
"amir_jadidi","jasinramin","following"
"OfficialMNamjoo","jason_bentley","following"
"statedept","jasonblock74449","follower"
"siamakansarii","jasonm397428491","follower"
"art","jasonmanford","following"
"RoyaTheWriter","jasonmbrodsky","following"
"Hyazdani_CH","jasonmbryant","following"
"z_al","jasonsfolly","following"
"mehrdadraissi","jasontodd2027","follower"
"mehrdadraissi","jaswuq4737","follower"
"NavidNegahban","jatenjorjhon","follower"
"Islam","javaboy1077","following"
"raisi_com","javad_kari269","follower"
"helalireza","javad_moo1364","following"
"Pey_keshavarzi","javad_rmd","following"
"roohallahj","javad22512789","follower"
"mahdirasuli_ir","javadaghaei2002","following"
"Mehrdad_Asemani","javadaslan80","follower"
"RJahanbegloo","javaddadvand","follower"
"shahabedin76","javadimr","following"
"SamiBeigi","javadk123971441","follower"
"farvartishr","javadnainian","follower"
"borhanimohsen1","javadp1989","follower"
"alikarimi_ak8","javadrs22","follower"
"Mfazeli114","javaherimehdi","follower"
"Banisadr","javahers","follower"
"HRANA_English","javaidrehman","following"
"UYI_fa","javanan_gilan","follower"
"UYI_fa","javanan_mhlat","follower"
"UYI_fa","javananboushehr","follower"
"UYI_fa","javanane_alborz","follower"
"UYI_fa","javanane_baloch","follower"
"UYI_fa","javanane_e","following"
"UYI_fa","javanane_g","follower"
"UYI_fa","javanane_hmd","follower"
"UYI_fa","javanane_mazan","follower"
"UYI_fa","javanane_t","following"
"UYI_fa","javananeardabil","follower"
"ptofighi","javanankomonist","following"
"ptofighi","javanemarxist","following"
"Firouz_Naderi","javanmardi75","following"
"hasan_abbasi","javedan_ir","following"
"DanieleRaineri","javedjokhai","follower"
"hassaninmubarak","javibensan","following"
"PardisSabeti","javidshahansha","following"
"davood_eldeniz","jawadbahonar4","follower"
"PanahianEN","jawahirzaman","follower"
"talaashe","jax112798","follower"
"drdavidsamadi","jayasoul","following"
"the_ironsheik","jaybriscoe84","follower"
"FreemaOfficial","jayhammer101","following"
"FIFPRO","jayuszar","follower"
"morimahmoudi","jayvanbavel","following"
"art","jbark31130","follower"
"Jason_Jorjani","jbb561","follower"
"Hyazdani_CH","jbedwards904","follower"
"Vahid","jberjber146340","follower"
"arash_sobhani","jbrjghr","follower"
"Tooji_","jc4r3nc14n0","follower"
"DanieleRaineri","jcamerlenghi","follower"
"hassaninmubarak","jcasas4444","following"
"SportingKC","jcccathletics","following"
"kbarzeg","jccdeverell","follower"
"AmirTaheri4","jchalangi","following"
"SabrinaGhayour","jchasedistill","following"
"the_ironsheik","jclayfield","following"
"sardar_pashaei","jconricus","following"
"younesdelfi","jcq1tz8ze7jb35t","follower"
"iranrights_org","jcu","following"
"DinaNayeri","jcwi_uk","follower"
"yashar","jdawsey1","follower"
"nm","jdgreat0606","follower"
"latoyajackson","jdiamond1","following"
"news","jdlmmk65051","follower"
"AbtahiOmid","jdmorgan","following"
"PennHistory","jdryan08","following"
"ColoradoRapids","jean11172023","follower"
"EddieRazaz","jeanbgroup","following"
"21Sahel","jeanjajaaaaaan","following"
"T_Javanbakht","jeanndekezi","follower"
"iranrights_org","jeanne2022rev","following"
"AlinejadMasih","jeanrossignol","following"
"LucasFoxNews","jeanwymankrnp","follower"
"pirouzhanachi","jebheiran","following"
"hamidrasaee","jedaaal","follower"
"drdavidsamadi","jedediahbila","following"
"ArminGhobadi","jedinia","following"
"raminkarimloo","jedkmeshew","following"
"nahuelzn","jeeran","follower"
"SabrinaGhayour","jeffkuschner","follower"
"V_and_A","jeffrent","follower"
"azarnafisi","jeffreygoldberg","following"
"ShappiKhorsandi","jeffschadow1","follower"
"yasminemotarjem","jeffstjon","following"
"sepideqoliyan","jegarhayenarenj","following"
"Hengaw_English","jekaf_mahabad","follower"
"Nazli_Tabatabai","jemimalevick","following"
"AfshinMolavi","jemimashelley","following"
"MehdiKhalaji","jen9225","follower"
"LucasFoxNews","jengwatson79","follower"
"morimahmoudi","jenheemstra","following"
"NazaninNour","jeninyounesesq","following"
"PanahianEN","jenisemaxi61632","follower"
"WORLDMUSICAWARD","jenlisa271613","follower"
"CathyManso","jenlpz3","follower"
"PKhakpour","jenniferlcroft","follower"
"nm","jenntakahashi","following"
"ShappiKhorsandi","jennyeclair","follower"
"drdavidsamadi","jennyerikson","following"
"Knifeworld","jennyjennylord","following"
"SabrinaGhayour","jennylinford","following"
"RamitaNavai","jennystra","follower"
"music","jensantamaria","follower"
"mhhansari","jenseisert","follower"
"elinavaltonen","jensiebelnewsom","following"
"Zar_Amir","jenyfer893","follower"
"followupiran","jerardpoke","follower"
"MrKheiron","jeremyferrari","follower"
"z_al","jeremyoharris","follower"
"ShaunToub","jeremypiven","following"
"kngwmn","jeremyxbolm","following"
"PardisSabeti","jericksontamay","follower"
"GolinehAtai","jerry72b","follower"
"SohrabAhmari","jerrydunleavy","follower"
"the_ironsheik","jerrylawler","following"
"ardeshirpashang","jerusalem_post","following"
"talaashe","jeshasmyheart","follower"
"AzadehEnsha","jessbruder","follower"
"jtaimoorazy","jessiarabou","follower"
"latoyajackson","jessica554299","follower"
"soleimanpour","jessicaobregonm","follower"
"HosseinRajabian","jesuisrosalisa","follower"
"madarandadkhah","jesuscute77","follower"
"OAradwinwin","jesusfonsxca","following"
"YaraShahidi","jetsontammy","follower"
"FarshidiParisa","jeuxolympiques","following"
"IAmTehran","jewtalkin","following"
"alirezajb7","jeylandinho","follower"
"behdadesfahbod","jezell","following"
"yasminemotarjem","jfarnaud","follower"
"tcsavunma","jfc_naples","following"
"Jason_Jorjani","jfgariepy","following"
"FreemaOfficial","jfmouthonlegs","follower"
"AdilAbdAlMahdi","jfrsyn881840","follower"
"_Mahdiyar313","jgharaei","following"
"PardisSabeti","jgschraiber","follower"
"saghi_ghahraman","jhgjdffdgdgsetr","follower"
"mszarepour","jhideas","following"
"art","jhondefiii","follower"
"music","jhonpzrt","follower"
"babaktafreshi","jhuapl","following"
"naderi_yeganeh","jhy2iwapg99813","follower"
"refugees","jibril_ish39487","follower"
"sraissadat","jiderkhan","follower"
"latoyajackson","jihye27751","follower"
"mr_halloo","jila575","following"
"mr_halloo","jila88514114","following"
"RezaDormishian","jilabani","follower"
"Hengaw_English","jilamostajer","follower"
"IranianWoman","jimbeattie18","following"
"Hengaw_English","jimena_ddv","follower"
"RoyaTheWriter","jimfostercoc","follower"
"paydar","jimirsay","following"
"yashar","jimmy27402195","follower"
"farvartishr","jimmyfailla","following"
"ShappiKhorsandi","jimmygazman","follower"
"CAFCofficial","jimmystone_","following"
"SportingKC","jimoh90876","follower"
"ardeshirpashang","jinamodaresg","follower"
"UYI_fa","jinbabamiri","following"
"SAGES_Updates","jinburyeong","follower"
"WeArePFL","jingjamlang","follower"
"BehrouzBoochani","jinsadc","following"
"shivanegar","jisungbabey","following"
"21Sahel","jitsujitsujitsu","follower"
"KameelAhmady","jiyargol","following"
"KurdistanWatch","jjddhdhdhdhdhf","follower"
"Powerlifting","jjesuscastilloc","following"
"Mehdi_Rajabian","jjimdall","follower"
"PennHistory","jjponcevazquez","following"
"SaharValadbeygi","jk_rowling","following"
"ALDERBYSHOW","jk22022","follower"
"alilarijani_ir","jla_res","follower"
"SabrinaGhayour","jlinford","following"
"MrKheiron","jljaigo","follower"
"mhhansari","jmchow","following"
"OAradwinwin","jmiggyz98","follower"
"ShazamAzam","jmintonq","following"
"farnazfassihi","jmiu_official","follower"
"HaiderAlAbadi","jmty151t","follower"
"mszarepour","jmu_phil_rel","following"
"Islam","jmusiala48582","follower"
"alikarimi_ak8","jmutanda57267","follower"
"helalireza","jnojavanbakht62","follower"
"HosseinMahini","jo88332392","follower"
"Nazli_Tabatabai","joanna_mward","follower"
"FARNOOSH","joannna","following"
"raminkarimloo","joaquinestelles","follower"
"kbarzeg","jobahout","following"
"DinaNayeri","joborajmia66328","follower"
"MasoudiYounes","jobsinfootball","following"
"NavidNegahban","jodie94183315","follower"
"PardisSabeti","jody426976","follower"
"Knifeworld","joebankswriter","follower"
"rezjazz","joebiden","following"
"ummahfilms","joebradford","following"
"LucasFoxNews","joeconchatv","following"
"raminkarimloo","joejitsu","following"
"snohaalegra","joekay","following"
"Golshifteh","joekhaliltv","following"
"pepepito1983","joergmauter","follower"
"babakatwork","joeribillast","following"
"jtaimoorazy","joesnellreports","following"
"FarshidiParisa","jogosolimpicos","following"
"SabrinaGhayour","joh_cali74000","follower"
"FIFPRO","johannesnweze","follower"
"shamaizadeh","john___brook","follower"
"HamidDabashi","johnbrier","follower"
"drdavidsamadi","johncardillo","follower"
"standupdan","johncena","following"
"music","johnimmt","follower"
"saghi_ghahraman","johnjones207","follower"
"thirst","johnleh","follower"
"AzadehEnsha","johnlharney","follower"
"sirvan_khosravi","johnmayer","following"
"IranNW","johnniem","following"
"LucasFoxNews","johnny_joey","follower"
"SafaiDarya","johnny74165","follower"
"naderhabibi2","johnnykoti96082","follower"
"OAradwinwin","johnnymoonman","following"
"drdavidsamadi","johnofkane","follower"
"CathyManso","johnpress641","follower"
"farnazfassihi","johnshopkins","follower"
"standupdan","johnsmi68163734","follower"
"PardisSabeti","johnsmithhf3","follower"
"music","johnsmithyfni","follower"
"ArzhangDavoodi","johnsonele94258","follower"
"RezaDormishian","johnsonmarry93","follower"
"PahlaviReza","johnybygood13","follower"
"HellyLuv","joinautopilot","following"
"ummahfilms","joindeeprock","following"
"ArashMarkazi","joinoffside","following"
"ColoradoRapids","jojoufh6","follower"
"ptofighi","joker_yaghi67","following"
"habibalkaabi1","jokermanna73724","follower"
"Tavaana","jokernejad","follower"
"gc_zuerich","joleymaya","follower"
"IndypersianLife","jomanaalrashid","following"
"AbtahiOmid","jon_favreau","following"
"sonitaalizadeh","jonathan_goomez","following"
"thirst","jonathanroomer","following"
"MahdyarAghajani","jonbatiste","following"
"mahlaghajaberi","joncal23","following"
"yasminemotarjem","jonhenley","following"
"standupdan","jonhurwitz","follower"
"CroSports_","jonjohnsonwip","following"
"Nazli_Tabatabai","jonjonessnr","follower"
"SaharZand","jonsopel","following"
"behzadbolour","joobinit","following"
"PKhakpour","jooka879771","follower"
"Mehrdad_Asemani","joonevar_","follower"
"SamiBeigi","jopczkopdckldgj","follower"
"_iamnaaz_","jordanbpeterson","following"
"SAghdashloo","jordanjamparty","following"
"AbtahiOmid","jordanmaison","follower"
"AshKoosha","jorgeleiteadv","follower"
"SAGES_Updates","jorgepcorral511","follower"
"elinavaltonen","jormaohman3516","follower"
"news","jos193180","follower"
"tudum","josarmando91753","follower"
"Tooji_","josegabrielgme2","follower"
"OAradwinwin","josemanuel55990","follower"
"MehdiKhalaji","josephmikhael12","follower"
"Nouriel","josephwang","following"
"HossainiSma","joseveloso54804","follower"
"raminkarimloo","joseyoungs","following"
"FMiraftab","josh_c_ayers","follower"
"SohrabAhmari","josh_hammer","following"
"FreemaOfficial","josh_snares","follower"
"rambodjavan1","joshans62","follower"
"taraaghdashloo","joshappfilm","follower"
"asa","joshc","follower"
"ummahfilms","joshgondelman","following"
"issues","joshmanuel","follower"
"Nouriel","jostingoeshome","follower"
"roohallahj","journalist13655","following"
"younesdelfi","journalistnavid","follower"
"CathyManso","journalofgdm","follower"
"tajmedun","journothinker","follower"
"moltaf","jousef233965","follower"
"ArashMarkazi","jovanbuha","following"
"thirst","jovislara","follower"
"borzou","joyce_karam","following"
"sussantweets","joycecaroloates","following"
"snohaalegra","joycewrice","following"
"news","jozephandreasm","follower"
"IBAHRI","jpdemocracia","follower"
"CAFCofficial","jpearce05","follower"
"SepidehMoafi","jphilllllll","following"
"REZAphotography","jplindsley","following"
"masoud_molavi","jpmaheu","following"
"PahlaviReza","jpn_pmo","following"
"fcesteghlaliran","jpoorzand","follower"
"esmaeilion","jpsongir","follower"
"ArashMarkazi","jpurewal32","follower"
"the_ironsheik","jpwarhorse","follower"
"naderi_yeganeh","jr_bautista","follower"
"MarjanFarsad","jr_vfx","follower"
"mahlaghajaberi","jr8ramirez","following"
"Golshifteh","jrart","following"
"ShaunToub","jrezaian","following"
"the_ironsheik","jrgrilling","following"
"drdavidsamadi","jrmajewski","following"
"the_ironsheik","jrsbbq","follower"
"the_ironsheik","jrsbbqcomfood","following"
"asa","jrxkutupukx","follower"
"asa","jseattle","following"
"Tooji_","jshn216437","follower"
"drdavidsamadi","jsolomonreports","following"
"s","jspujji","following"
"latoyajackson","jsugarfootm","follower"
"music","jtimberlake","following"
"WeArePFL","juan69025738","follower"
"music","juancarlosq9zk9","follower"
"nahuelzn","juanelegonzalez","following"
"WeArePFL","juaniguirado","following"
"REZAphotography","jubayer7792821","following"
"Powerlifting","juegosolimpicos","following"
"MasoudTaheri4","juge_rouge","follower"
"JanezLenarcic","jugjerse","following"
"snohaalegra","juicyy_sugahh","follower"
"FARNOOSH","juleshyman","following"
"Nouriel","juli41089609","follower"
"paymanmaadi","julia_holter","following"
"naderhabibi2","julia_mrt19","follower"
"2mohammadmosaed","julia_peitl","following"
"Nouriel","juliadavisnews","following"
"AlinejadMasih","juliakloeckner","following"
"jtaimoorazy","julianakhamo","following"
"issues","julianmarchitar","follower"
"Hyazdani_CH","julie_tuck","follower"
"ChahlaCHAFIQ","juliecouturier_","following"
"CathyManso","julieroy72","following"
"SaharValadbeygi","julio__sil","follower"
"Powerlifting","julio_avila12","following"
"AEK_FC_OFFICIAL","julioordz10","follower"
"PardisSabeti","julius_maadabio","following"
"IranianWoman","julwe1","following"
"pepepito1983","jungnaiv","following"
"GolinehAtai","junis434954","follower"
"21Sahel","junko_araki_cv","following"
"SEVDALIZA","jupdobairro","follower"
"TahaYasseri","jurgiskarpus","following"
"AbtahiOmid","just_human2001","follower"
"Manzarpour","just_pinkfloyd","following"
"hassaninmubarak","just_wasik","follower"
"_Mahdiyar313","justalireza","following"
"Mehdi_Rajabian","justbeit123","follower"
"HosseinRonaghi","justchangingun","follower"
"PardisSabeti","justeneice","follower"
"RJahanbegloo","justice4iran","following"
"NavidNegahban","justin_bquinnic","following"
"drdavidsamadi","justin_hart","follower"
"CAFCofficial","justinknoxkz","follower"
"hassaninmubarak","justinmeram","following"
"mehrdadraissi","justsamy18","follower"
"WORLDMUSICAWARD","justsarahg","follower"
"PKhakpour","justthefoksmaam","follower"
"HeshmatAlavi","justthenews","following"
"JanezLenarcic","juttaurpilainen","following"
"nahuelzn","jwi_criticalai","following"
"ColoradoRapids","jwsx0lz","follower"
"IranIntl","jynx886320","follower"
"Nahavandian_ir","jyouneszadeh","follower"
"statedept","jysmaeljr91","follower"
"ebtekarm","jzarif","follower"
"shahrumkashani","jzhazeha","follower"
"HossainiSma","k_farhadov","follower"
"khademh","k_kalantarzadeh","follower"
"MasoudiYounes","k_rankin46","follower"
"GolinehAtai","k_willinger","follower"
"25BandMusic","k_zahra30264","follower"
"hemmati_ir","k00r006","follower"
"Pey_keshavarzi","k0108g4w","following"
"ShahbanouFarah","k19901701","follower"
"T_Javanbakht","ka_teepenn","follower"
"LommelSKOff","kaagent","following"
"Nazli_Tabatabai","kaajmagazine","following"
"borhanimohsen1","kaarshika","follower"
"madarandadkhah","kabiriali","follower"
"Sanjaribaf","kabook_99","follower"
"ardeshirpashang","kaboudvandms","follower"
"pepepito1983","kachelmann","follower"
