Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Rasoul Najafian,https://en.wikipedia.org/wiki/Rasoul_Najafian,Q7295170,https://www.wikidata.org/wiki/Q7295170,male,actor; film director; musician; presenter; singer; television actor; television director; television presenter; writer,Iran,Tehran,1952-01-10T00:00:00Z,,
Navid Negahban,https://en.wikipedia.org/wiki/Navid_Negahban,Q723366,https://www.wikidata.org/wiki/Q723366,male,actor; film actor; film producer; television actor,Iran,Mashhad,1968-06-02T00:00:00Z,NavidNegahban,https://x.com/NavidNegahban
Mani Nouri,https://en.wikipedia.org/wiki/Mani_Nouri,Q2278026,https://www.wikidata.org/wiki/Q2278026,male,actor; film director; screenwriter; writer,Iran,Tehran,1901-01-01T00:00:00Z,,
Fathali Oveisi,https://en.wikipedia.org/wiki/Fathali_Oveisi,Q5945203,https://www.wikidata.org/wiki/Q5945203,male,actor; film director; screenwriter; television actor,Iran,Fordo,1946-01-11T00:00:00Z,livingintehran,https://x.com/livingintehran
Mahmoud Pak Niat,https://en.wikipedia.org/wiki/Mahmoud_Pak_Niat,Q4728289,https://www.wikidata.org/wiki/Q4728289,male,actor; television actor,Iran,Kazerun,1952-12-31T00:00:00Z,,
Mahdi Pakdel,https://en.wikipedia.org/wiki/Mahdi_Pakdel,Q5956402,https://www.wikidata.org/wiki/Q5956402,male,actor; film actor; film director; television actor,Iran,Isfahan,1980-07-01T00:00:00Z,,
Parviz Parastui,https://en.wikipedia.org/wiki/Parviz_Parastui,Q3367079,https://www.wikidata.org/wiki/Q3367079,male,actor; singer; stage actor; television actor; voice actor,Iran,Kabudarahang,1955-06-24T00:00:00Z,,
Atila Pesyani,https://en.wikipedia.org/wiki/Atila_Pesyani,Q2869349,https://www.wikidata.org/wiki/Q2869349,male,actor; performing artist; television actor,Iran; Pahlavi Iran,Tehran,1957-04-30T00:00:00Z,,
Saeid Pirdoost,https://en.wikipedia.org/wiki/Saeid_Pirdoost,Q3461223,https://www.wikidata.org/wiki/Q3461223,male,actor,Iran,Tehran,1937-01-05T00:00:00Z,,
Mojtaba Pirzadeh,https://en.wikipedia.org/wiki/Mojtaba_Pirzadeh,Q85974253,https://www.wikidata.org/wiki/Q85974253,male,film actor; stage actor; television actor,Iran,Tehran,1986-01-01T00:00:00Z,,
Parviz Poorhosseini,https://en.wikipedia.org/wiki/Parviz_Poorhosseini,Q5943690,https://www.wikidata.org/wiki/Q5943690,male,actor; television actor,Iran; Pahlavi Iran,Tehran,1941-09-11T00:00:00Z,,
Saeed Poursamimi,https://en.wikipedia.org/wiki/Saeed_Poursamimi,Q7398246,https://www.wikidata.org/wiki/Q7398246,male,actor,Iran,Tehran,1944-02-29T00:00:00Z,,
Navid Pourfaraj,https://en.wikipedia.org/wiki/Navid_Pourfaraj,Q97217538,https://www.wikidata.org/wiki/Q97217538,male,actor,Iran,Arak,1988-04-22T00:00:00Z,,
Mohammad Poursattar,https://en.wikipedia.org/wiki/Mohammad_Poursattar,Q20111054,https://www.wikidata.org/wiki/Q20111054,male,actor; television actor,Iran,Ardabil,1939-06-26T00:00:00Z,,
Hasan Pourshirazi,https://en.wikipedia.org/wiki/Hasan_Pourshirazi,Q5879328,https://www.wikidata.org/wiki/Q5879328,male,actor; television director,Iran,Iran,1957-06-29T00:00:00Z,,
Pouria Poursorkh,https://en.wikipedia.org/wiki/Pouria_Poursorkh,Q5955856,https://www.wikidata.org/wiki/Q5955856,male,actor,Iran,Tehran,1977-06-25T00:00:00Z,PouriaPoursorkh,https://x.com/PouriaPoursorkh
Ali Qorbanzadeh,https://en.wikipedia.org/wiki/Ali_Qorbanzadeh,Q4724810,https://www.wikidata.org/wiki/Q4724810,male,actor; television actor,Iran,Abadan,1978-09-19T00:00:00Z,,
Iraj Rad,https://en.wikipedia.org/wiki/Iraj_Rad,Q3154260,https://www.wikidata.org/wiki/Q3154260,male,actor; film actor; television actor,Iran,Tehran,1945-01-01T00:00:00Z,,
Saeed Rad,https://en.wikipedia.org/wiki/Saeed_Rad,Q7398249,https://www.wikidata.org/wiki/Q7398249,male,actor,Iran,Tehran,1944-10-26T00:00:00Z,,
Vahid Rahbani,https://en.wikipedia.org/wiki/Vahid_Rahbani,Q17992461,https://www.wikidata.org/wiki/Q17992461,male,actor; film director,Iran,Tehran,1979-04-18T00:00:00Z,,
Dominic Rains,https://en.wikipedia.org/wiki/Dominic_Rains,Q339060,https://www.wikidata.org/wiki/Q339060,male,actor; television actor,Iran,Tehran,1982-03-01T00:00:00Z,,
Ethan Rains,https://en.wikipedia.org/wiki/Ethan_Rains,Q5402975,https://www.wikidata.org/wiki/Q5402975,male,actor; television actor,Iran,United States,1981-02-19T00:00:00Z,,
Mehran Rajabi,https://en.wikipedia.org/wiki/Mehran_Rajabi,Q3026297,https://www.wikidata.org/wiki/Q3026297,male,actor,Iran,Karaj,1961-01-01T00:00:00Z,,
Emad Rajabloo,https://en.wikipedia.org/wiki/Emad_Rajabloo,Q122305497,https://www.wikidata.org/wiki/Q122305497,male,design; film director; theatrical director; writer,,Gorgan,1995-06-01T00:00:00Z,,
Ramin Parchami,https://en.wikipedia.org/wiki/Ramin_Parchami,Q6411343,https://www.wikidata.org/wiki/Q6411343,male,actor,Iran,Lahijan,1973-09-18T00:00:00Z,,
Davoud Rashidi,https://en.wikipedia.org/wiki/Davoud_Rashidi,Q8216132,https://www.wikidata.org/wiki/Q8216132,male,actor; executive producer; film producer; television actor,Iran,Tehran,1933-07-16T00:00:00Z,,
Masoud Rayegan,https://en.wikipedia.org/wiki/Masoud_Rayegan,Q6783886,https://www.wikidata.org/wiki/Q6783886,male,actor,Iran,Khorramabad,1954-01-21T00:00:00Z,,
Javad Razavian,https://en.wikipedia.org/wiki/Javad_Razavian,Q3163110,https://www.wikidata.org/wiki/Q3163110,male,actor; film director; presenter; singer; television actor; television director,Iran,Qom,1974-06-15T00:00:00Z,,
Reza Rooygari,https://en.wikipedia.org/wiki/Reza_Rooygari,Q5951091,https://www.wikidata.org/wiki/Q5951091,male,actor; singer; television actor,Iran,Tehran,1946-12-27T00:00:00Z,,
Roozbeh Hesari,https://en.wikipedia.org/wiki/Roozbeh_Hesari,Q94072257,https://www.wikidata.org/wiki/Q94072257,male,actor; singer,Iran,Tehran,1988-01-01T00:00:00Z,,
Ahmad Saatchian,https://en.wikipedia.org/wiki/Ahmad_Saatchian,Q4695451,https://www.wikidata.org/wiki/Q4695451,male,actor; television actor,Iran,Tehran,1972-10-03T00:00:00Z,,
Ali Sadeghi,https://en.wikipedia.org/wiki/Ali_Sadeghi,Q5959659,https://www.wikidata.org/wiki/Q5959659,male,actor,Iran,Tehran,1980-12-05T00:00:00Z,,
Mohammad Sadeghi (actor),https://en.wikipedia.org/wiki/Mohammad_Sadeghi_%28actor%29,,,,,,,,,
Sajjad Delafrooz,https://en.wikipedia.org/wiki/Sajjad_Delafrooz,Q63967123,https://www.wikidata.org/wiki/Q63967123,male,actor; film actor; film director; film producer; television actor,Iran,Iran,1983-11-22T00:00:00Z,,
Alireza Sanifar,https://en.wikipedia.org/wiki/Alireza_Sanifar,Q84224021,https://www.wikidata.org/wiki/Q84224021,male,film actor,Iran,Tehran,1972-01-01T00:00:00Z,,
Parviz Sayyad,https://en.wikipedia.org/wiki/Parviz_Sayyad,Q3367084,https://www.wikidata.org/wiki/Q3367084,male,actor; director; film director; film producer; playwright; screenwriter; television director; writer,Iran,Lahijan,1939-01-01T00:00:00Z,,
Faramarz Sedighi,https://en.wikipedia.org/wiki/Faramarz_Sedighi,Q16053013,https://www.wikidata.org/wiki/Q16053013,male,actor; assistant director; film actor; film director,Iran,Saqqez,1949-01-01T00:00:00Z,,
Soroush Sehhat,https://en.wikipedia.org/wiki/Soroush_Sehhat,Q3491263,https://www.wikidata.org/wiki/Q3491263,male,actor; film director; screenwriter; television actor; television director; writer,Iran,Isfahan,1965-11-29T00:00:00Z,,
Houman Seyyedi,https://en.wikipedia.org/wiki/Houman_Seyyedi,Q3141302,https://www.wikidata.org/wiki/Q3141302,male,actor; film director; film editor; screenwriter; writer,Iran,Rasht,1980-11-29T00:00:00Z,,
Nima Shabannejad,https://en.wikipedia.org/wiki/Nima_Shabannejad,Q26848956,https://www.wikidata.org/wiki/Q26848956,male,actor; film director,Iran,Cologne,1987-05-11T00:00:00Z,,
Ali Shadman,https://en.wikipedia.org/wiki/Ali_Shadman,Q16048266,https://www.wikidata.org/wiki/Q16048266,male,actor,Iran,Ilam,1996-11-24T00:00:00Z,,
Reza Shafiei-Jam,https://en.wikipedia.org/wiki/Reza_Shafiei-Jam,Q3428947,https://www.wikidata.org/wiki/Q3428947,male,actor,Iran,Tehran,1971-07-01T00:00:00Z,,
Hootan Shakiba,https://en.wikipedia.org/wiki/Hootan_Shakiba,Q25423455,https://www.wikidata.org/wiki/Q25423455,male,actor; television actor; voice actor,Iran,Tehran,1984-06-14T00:00:00Z,,
Khosrow Shakibai,https://en.wikipedia.org/wiki/Khosrow_Shakibai,Q372642,https://www.wikidata.org/wiki/Q372642,male,actor; film actor; screenwriter; voice actor; writer,Iran,Tehran,1944-03-27T00:00:00Z,,
Saed Soheili,https://en.wikipedia.org/wiki/Saed_Soheili,Q5873666,https://www.wikidata.org/wiki/Q5873666,male,actor; film actor; television actor,Iran,Mashhad,1988-02-19T00:00:00Z,,
Mohammadreza Solati,https://en.wikipedia.org/wiki/Mohammadreza_Solati,Q104833400,https://www.wikidata.org/wiki/Q104833400,male,actor; film actor; guitarist,Iran,Mashhad,1975-09-06T00:00:00Z,,
Mehdi Soltani,https://en.wikipedia.org/wiki/Mehdi_Soltani,Q5959029,https://www.wikidata.org/wiki/Q5959029,male,actor; film director; singer,Iran,Shiraz,1971-08-23T00:00:00Z,,
Ali Tabatabaei (actor),https://en.wikipedia.org/wiki/Ali_Tabatabaei_%28actor%29,,,,,,,,,
Iraj Tahmasb,https://en.wikipedia.org/wiki/Iraj_Tahmasb,Q10859781,https://www.wikidata.org/wiki/Q10859781,male,actor; film director; presenter; puppeteer; screenwriter; television actor; television presenter; writer,Iran,Tehran,1959-05-20T00:00:00Z,,
Naser Tahmasb,https://en.wikipedia.org/wiki/Naser_Tahmasb,Q5941460,https://www.wikidata.org/wiki/Q5941460,male,actor; screenwriter; voice actor; writer,Iran,Tehran,1939-12-16T00:00:00Z,,
Mohsen Tanabandeh,https://en.wikipedia.org/wiki/Mohsen_Tanabandeh,Q5956887,https://www.wikidata.org/wiki/Q5956887,male,actor; film director; screenwriter; television actor,Iran,Tehran,1975-04-15T00:00:00Z,,
Atash Taqipour,https://en.wikipedia.org/wiki/Atash_Taqipour,Q5938470,https://www.wikidata.org/wiki/Q5938470,male,actor,Iran,Khoy,1945-04-04T00:00:00Z,,
Amin Tarokh,https://en.wikipedia.org/wiki/Amin_Tarokh,Q2843359,https://www.wikidata.org/wiki/Q2843359,male,actor; television actor,Iran,Shiraz,1953-08-11T00:00:00Z,,
Behnam Tashakkor,https://en.wikipedia.org/wiki/Behnam_Tashakkor,Q5946418,https://www.wikidata.org/wiki/Q5946418,male,actor,Iran,Bandar-e Anzali,1977-01-24T00:00:00Z,,
Majid Vasheghani,https://en.wikipedia.org/wiki/Majid_Vasheghani,Q56364848,https://www.wikidata.org/wiki/Q56364848,male,film actor; television actor,Iran,Tehran,1981-01-01T00:00:00Z,,
Behrouz Vossoughi,https://en.wikipedia.org/wiki/Behrouz_Vossoughi,Q2893939,https://www.wikidata.org/wiki/Q2893939,male,actor; television actor,Iran,Khoy,1938-03-10T00:00:00Z,davood_eldeniz,https://x.com/davood_eldeniz
Hossein Yari,https://en.wikipedia.org/wiki/Hossein_Yari,Q5909161,https://www.wikidata.org/wiki/Q5909161,male,actor; television actor,Iran,Iran,1965-12-18T00:00:00Z,,
Mostafa Zamani,https://en.wikipedia.org/wiki/Mostafa_Zamani,Q4115086,https://www.wikidata.org/wiki/Q4115086,male,actor; film actor; television actor; voice actor,Iran,Amlash,1982-06-20T00:00:00Z,,
Tony Zarrindast,https://en.wikipedia.org/wiki/Tony_Zarrindast,Q16052006,https://www.wikidata.org/wiki/Q16052006,male,actor; film director; film producer; television actor; writer,Iran,Tabriz,1934-01-01T00:00:00Z,,
Amin Zendegani,https://en.wikipedia.org/wiki/Amin_Zendegani,Q4117871,https://www.wikidata.org/wiki/Q4117871,male,actor; film actor; television actor,Iran,Tehran,1972-04-24T00:00:00Z,,
Afshin Zinouri,https://en.wikipedia.org/wiki/Afshin_Zinouri,Q4690392,https://www.wikidata.org/wiki/Q4690392,male,voice actor,Iran,Tehran,1976-04-30T00:00:00Z,,
